-1 65.000000 34.000000 44.000000 46.000000 24.000000 22.000000
0 64.204239 34.605610 44.000000 45.990608 23.987658 22.000000
1 65.538399 33.157310 44.000000 46.013069 24.008350 22.000000
2 64.395386 34.796520 44.000000 45.987644 23.990622 22.000000
3 64.055794 34.329361 44.000000 45.994892 23.985355 22.000000
4 64.581665 34.908295 44.000000 45.985912 23.993511 22.000000
5 65.756020 33.345448 44.000000 46.010151 24.011726 22.000000
6 65.995209 34.097755 44.000000 45.998486 24.015436 22.000000
7 64.136360 33.495888 44.000000 46.007820 23.986605 22.000000
8 65.539169 34.842197 44.000000 45.986938 24.008364 22.000000
9 64.255249 34.667343 44.000000 45.989651 23.988449 22.000000
10 64.637749 33.067921 44.000000 46.014458 23.994381 22.000000
11 65.932388 34.361450 44.000000 45.994392 24.014462 22.000000
12 65.808479 33.411476 44.000000 46.009129 24.012541 22.000000
13 65.516884 34.856056 44.000000 45.986721 24.008017 22.000000
14 65.540741 34.841187 44.000000 45.986954 24.008387 22.000000
15 64.021500 33.793739 44.000000 46.003201 23.984823 22.000000
16 64.206558 33.391350 44.000000 46.009441 23.987694 22.000000
17 64.131989 33.503456 44.000000 46.007702 23.986536 22.000000
18 64.874847 34.992138 44.000000 45.984612 23.998058 22.000000
19 64.227577 34.635105 44.000000 45.990150 23.988020 22.000000
20 64.730675 34.963047 44.000000 45.985062 23.995823 22.000000
21 64.952126 33.001148 44.000000 46.015491 23.999258 22.000000
22 64.699806 34.953876 44.000000 45.985207 23.995344 22.000000
23 65.889465 34.457001 44.000000 45.992912 24.013796 22.000000
24 64.172981 34.562172 44.000000 45.991280 23.987173 22.000000
25 65.624641 33.219090 44.000000 46.012112 24.009689 22.000000
26 65.934258 33.643402 44.000000 46.005531 24.014490 22.000000
27 64.479271 33.146275 44.000000 46.013241 23.991922 22.000000
28 65.569725 33.178165 44.000000 46.012749 24.008837 22.000000
29 65.999847 34.017311 44.000000 45.999733 24.015509 22.000000
30 64.027809 34.234184 44.000000 45.996368 23.984921 22.000000
31 64.020897 33.796623 44.000000 46.003155 23.984814 22.000000
32 65.235748 33.028187 44.000000 46.015072 24.003656 22.000000
33 64.902061 34.995193 44.000000 45.984566 23.998482 22.000000
34 65.994133 33.891842 44.000000 46.001678 24.015419 22.000000
35 64.650734 34.937023 44.000000 45.985466 23.994583 22.000000
36 64.194153 33.407875 44.000000 46.009186 23.987501 22.000000
37 64.224365 33.368813 44.000000 46.009789 23.987970 22.000000
38 65.233818 34.972279 44.000000 45.984921 24.003626 22.000000
39 65.753822 33.342918 44.000000 46.010193 24.011692 22.000000
40 64.663292 34.941608 44.000000 45.985394 23.994778 22.000000
41 65.578293 34.815830 44.000000 45.987347 24.008970 22.000000
42 64.476631 34.852108 44.000000 45.986782 23.991882 22.000000
43 64.239685 34.649559 44.000000 45.989925 23.988207 22.000000
44 64.380219 33.215229 44.000000 46.012173 23.990387 22.000000
45 65.022324 33.000248 44.000000 46.015507 24.000347 22.000000
46 64.204544 33.393986 44.000000 46.009399 23.987661 22.000000
47 64.019684 33.802578 44.000000 46.003063 23.984795 22.000000
48 64.032425 34.252583 44.000000 45.996082 23.984993 22.000000
49 64.424934 33.181892 44.000000 46.012688 23.991081 22.000000
50 64.533844 34.884701 44.000000 45.986279 23.992769 22.000000
51 65.943764 33.669376 44.000000 46.005127 24.014639 22.000000
52 64.324486 34.737343 44.000000 45.988564 23.989523 22.000000
53 65.938499 33.654709 44.000000 46.005356 24.014557 22.000000
54 65.998909 34.046658 44.000000 45.999275 24.015493 22.000000
55 64.005432 33.895889 44.000000 46.001614 23.984573 22.000000
56 64.857414 34.989784 44.000000 45.984650 23.997787 22.000000
57 65.988365 34.152084 44.000000 45.997643 24.015329 22.000000
58 64.162315 33.453846 44.000000 46.008472 23.987007 22.000000
59 65.279213 34.960228 44.000000 45.985107 24.004332 22.000000
60 65.718971 33.304958 44.000000 46.010780 24.011152 22.000000
61 65.931229 34.364433 44.000000 45.994347 24.014444 22.000000
62 64.931931 34.997681 44.000000 45.984524 23.998943 22.000000
63 64.674126 34.945412 44.000000 45.985336 23.994946 22.000000
64 65.776466 33.369843 44.000000 46.009773 24.012043 22.000000
65 64.000061 34.011322 44.000000 45.999825 23.984491 22.000000
66 64.751465 33.031376 44.000000 46.015022 23.996145 22.000000
67 64.773193 34.973942 44.000000 45.984894 23.996483 22.000000
68 65.660950 33.249573 44.000000 46.011639 24.010252 22.000000
69 64.549042 33.107456 44.000000 46.013844 23.993006 22.000000
70 64.033821 34.257870 44.000000 45.996002 23.985014 22.000000
71 65.968010 33.749092 44.000000 46.003891 24.015015 22.000000
72 65.154419 33.011993 44.000000 46.015324 24.002396 22.000000
73 64.286034 34.700180 44.000000 45.989140 23.988926 22.000000
74 65.133812 34.991005 44.000000 45.984631 24.002075 22.000000
75 64.389412 34.791946 44.000000 45.987717 23.990530 22.000000
76 64.689079 34.950436 44.000000 45.985260 23.995178 22.000000
77 64.516960 33.124405 44.000000 46.013580 23.992508 22.000000
78 64.806244 33.018951 44.000000 46.015217 23.996994 22.000000
79 64.084641 33.597355 44.000000 46.006245 23.985802 22.000000
80 65.450996 33.107471 44.000000 46.013844 24.006994 22.000000
81 64.227043 34.634457 44.000000 45.990158 23.988010 22.000000
82 65.418755 33.091900 44.000000 46.014084 24.006495 22.000000
83 65.556923 33.169434 44.000000 46.012882 24.008638 22.000000
84 65.423119 34.906075 44.000000 45.985947 24.006563 22.000000
85 65.937416 33.651798 44.000000 46.005402 24.014540 22.000000
86 64.109314 34.454624 44.000000 45.992950 23.986185 22.000000
87 64.008415 33.870518 44.000000 46.002007 23.984619 22.000000
88 65.916138 34.400856 44.000000 45.993782 24.014210 22.000000
89 65.855934 33.482914 44.000000 46.008018 24.013275 22.000000
90 65.739990 33.327381 44.000000 46.010433 24.011478 22.000000
91 65.071342 33.002548 44.000000 46.015472 24.001106 22.000000
92 64.194984 34.593250 44.000000 45.990799 23.987514 22.000000
93 64.621712 33.074310 44.000000 46.014359 23.994133 22.000000
94 65.072495 33.002632 44.000000 46.015469 24.001125 22.000000
95 64.172890 34.562038 44.000000 45.991283 23.987171 22.000000
96 65.705994 34.708221 44.000000 45.989014 24.010950 22.000000
97 64.004654 34.096397 44.000000 45.998505 23.984562 22.000000
98 65.172157 34.985069 44.000000 45.984722 24.002670 22.000000
99 65.698708 33.284595 44.000000 46.011097 24.010838 22.000000
